Source,Event_ID,Event Summary,URL,Operating Systems,Category and Subcategory,Type,Description,Event Example
Windows,540,Successful Network Logon,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=540,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Logon/Logoff,Success,"Event 540 gets logged when a user elsewhere on the network connects to a resource (e.g. shared folder) provided by the Server service on this computer. The Logon Type will always be 3 or 8, both of which indicate a network logon.","Successful Network Logon 

User Name: %1 
Domain: %2 
Logon ID: %3 
Logon Type: %4 
Logon Process: %5 
Authentication Package: %6 
Workstation Name: %7 

Windows XP and Windows Server 2003 add: 

Logon GUID:{d39697e4-34a9-b3e0-f30a-d2ba517eb4a2} 
Windows Server 2003 adds these fields: 
Caller User Name:- 
Caller Domain:- 
Caller Logon ID:- 
Caller Process ID: - 
Transited Services: - 
Source Network Address:10.42.42.170 
Source Port:3165"
Windows,551,User initiated logoff,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=551,"['Windows 2003', 'XP']",Logon/Logoff,Success,"A user that had logged on interactively (type 2) or by terminal services has started the logoff process. Event ID 538 will usually follow. If Event ID 538 does not follow, it could be that the system shut down before the process could complete or a program (or process) is not managing the access tokens correctly.",User initiated logoff:
Windows,552,Logon attempt using explicit credentials,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=552,"['Windows 2003', 'XP']",Logon/Logoff,Success,"Event 552 is logged when a process logs on as a different account such as when the Scheduled Tasks service starts a task as the specified user. Logged on user: specifies the original user account. 

User whose credentials were used: specifies the new user account. Caller process ID: the process that performed this action. Look for a prior event 592 with the same process id. Target Server Name and Info have always been observed as ""local host"" and source network address and port as empty.","Logon attempt using explicit credentials: 

Logged on user: 
User Name: MTG1$ 
Domain: MTG 
Logon ID: (0x0,0x3E7) 
Logon GUID: - 
User whose credentials were used: 
Target User Name: bozo 
Target Domain: MTG 
Target Logon GUID: {8e3681a4-23bd-54ef-89bb-20b3b12e3512} 
Target Server Name: localhost 
Target Server Info: localhost 
Caller Process ID: 960 
Source Network Address: - 
Source Port: -"
Windows,560,Object Open,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=560,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Object Access,"Success   
                        
                            Failure","Events of this category allow you to track failed and successful attempts to access files and other Windows objects. 

Event 560 is logged whenever a program opens an object where: 

- the type of access requested has been enabled for auditing in the audit policy for this object 

- the result (success/failure) has been enabled for auditing for this object 

- the account the program is running under is included in the users and/or groups specified for auditing in the audit policy for this object","Object Open: 
Object Server:Security 
Object Type:File 
Object Name:C:\ConfidentialFiles\ ProjectPlan.doc.txt 
New Handle ID:1468 
Operation ID:{0,1023441} 
Process ID:1688 
Windows Server 2003 adds this field: 
Image File Name:C:\WINDOWS\ system32\ notepad.exe 
All versions of Windows log these fields: 
Primary User Name:administrator 
Primary Domain:ELMW2 
Primary Logon ID:(0x0,0x804C2) 
Client User Name:- 
Client Domain:- 
Client Logon ID:- 
AccessesDELETE 
READ_CONTROL 
ReadAttributes 
Privileges- 
Windows Server 2003 adds these fields: 
Restricted Sid Count:0 
Access Mask:0x10080"
Windows,561,Handle Allocated,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=561,['Windows Server 2000'],Object Access,Success,,No example available
Windows,562,Handle Closed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=562,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Object Access,Success,"After successfully opening an object, a program eventually closes it which is documented by this event. Event 562 helps you determine how long the object was open. For this event to be useful you must link it back to the earlier event ID 560 with the same handle ID. 

See event ID 560 for explanation of Process ID and Image File Name. 

Microsoft's comments: 

Always records as a success.","Handle Closed: 
Object Server:Security 
Handle ID:1468 
Process ID:1688 
Windows Server 2003 adds this field: 
Image File Name:C:\WINDOWS\system32\notepad.exe"
Windows,563,Object Open for Delete,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=563,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Object Access,Success,"Event 563 does not get logged on normal file deletes. MS documentation says ""An attempt was made to open an object with the intent to delete it. Note: This is used by file systems when the FILE_DELETE_ON_CLOSE flag is specified in Createfile()."". For files opened exclusively by another program this flag is the only way to delete them.","Object Open for Delete 
Object Server: %1 
Object Type: %2 
Object Name: %3 
New Handle ID: %4 
Operation ID:{%5,%6} 
Process ID: %7 
Primary User Name: %8 
Primary Domain: %9 
Primary Logon ID: %10 
Client User Name: %11 
Client Domain: %12 
Client Logon ID: %13 
Accesses %14 
Privileges %15"
Windows,564,Object Deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=564,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Object Access,Success,"When an object for which successful delete access has been enabled for auditing, Event 564 is logged upon actual deletion. To determine the name of the object deleted look for a prior event 560 with the same handle ID. Normally event 560 and event 564 will be in close proximity but it is theoretically possible for a process to open an object (560) for delete access and then actually delete it much later. See event 560 for further information.","Object Deleted: 
Object Server:Security 
Handle ID:1468 
Process ID:1688 
Windows Server 2003 adds this field: 
Image File Name:C:\WINDOWS\system32\notepad.exe"
Windows,565,Object Open (Active Directory),https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=565,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Directory Service,"Success   
                        
                            Failure","This event varies depending on the OS. 

Win2000 

Event 565 allows you to track changes to Active Directory objects down to the property level. While Account Management provides more useful auditing for changes to users, groups and computers, Directory Service Access events are the only way to monitor potentially far reaching effects of changes to organizational units, group policy objects, domains and site related objects. 

Event 565 is similar to event 560 but is limited to recording open events on Active Directory objects. Event 565 is therefore only logged on domain controllers. 

Auditing on desired container and leaf objects must be enabled for event 565 to be logged. Open properties dialog of object, select Security tab, click Advanced and select Auditing tab. Event 565 allows you to track new objects created in AD, changes to existing object and deletes. 

Object Type specifies the class object as specified in the schema for this forest. Common object types: 
user 
group 
gpContainer (group policy object) 
dnsDomain (domain) 
organizational unit 

Object Name: X500 distinguished name of the object. 

Primary fields: always correspond to the directory service process and domain controller account. 

Client fields: identify the user (usually some level of an administrator) that accessed the object. 

Accesses: Identify the permissions requested by user/program to the object. These accesses directly correspond to the object level and property level permissions you see in the access control list of the associated object in Active Directory. Write Property and Read Property accesses will be followed by the actual properties written to or read. 

Object types and property names can be cryptic. Use the Active Directory Schema Management MMC snap-in to understand the meaning. 

Write_DAC indicates the user/program attempted to change the permissions on the object. 

You will only see event 565 on domain controllers. 

Win2003 

Additional fields are logged for this event by W3 including: 

Process Name: name of the executable that accessed the object. 

You will only see event 565 on domain controllers.","Win2000 

Object Open: 
Object Server:DS 
Object Type:user 
Object Name:CN=test,DC=elmw2,DC=local 
New Handle ID:0 
Operation ID:{0,961803} 
Process ID:260 
Primary User Name:W2DC$ 
Primary Domain:ELMW2 
Primary Logon ID:(0x0,0x3E7) 
Client User Name:Administrator 
Client Domain:ELMW2 
Client Logon ID:(0x0,0xE7112) 
AccessesWrite Property 
Privileges- 
Properties: 
     Write Property Public Information department 

Win2003 

Object Open: 
Object Server:Security Account Manager 
Object Type:SAM_USER 
Object Name:S-1-5-21-2121316058-685099279-904526279-500 
Handle ID:44677624 
Operation ID:{0,78919} 
Process ID:500 
Process Name:C:\WINDOWS\system32\lsass.exe 
Primary User Name:W3DC$ 
Primary Domain:ELM 
Primary Logon ID:(0x0,0x3E7) 
Client User Name:Administrator 
Client Domain:ELM 
Client Logon ID:(0x0,0x1342B) 
Accesses:
     DELETE 
     READ_CONTROL 
     WRITE_DAC 
     WRITE_OWNER 
     ReadGeneralInformation 
     ReadPreferences 
     WritePreferences 
     ReadLogon 
     ReadAccount 
     WriteAccount 
     SetPassword (without knowledge of old password) 
     ListGroups 
Privileges:- 
Properties: 
          user 
     DELETE 
     READ_CONTROL 
     WRITE_DAC 
     WRITE_OWNER 
     ReadGeneralInformation 
     ReadPreferences 
     WritePreferences 
     ReadLogon 
     ReadAccount 
     WriteAccount 
     SetPassword (without knowledge of old password) 
     ListGroups 
     General Information 
     codePage 
     countryCode 
     objectSid 
     primaryGroupID 
     sAMAccountName 
     comment 
     displayName 
     Account Restrictions 
     accountExpires 
     pwdLastSet 
     userAccountControl 
     userParameters 
     Logon Information 
     badPwdCount 
     homeDirectory 
     homeDrive 
     lastLogoff 
     lastLogon 
     logonCount 
     logonHours
     logonWorkstation 
     profilePath 
     scriptPath 
     Public Information 
     description 
     Group Membership 
     memberOf 
     Change Password 
     Reset Password 
     %{7ed84960-ad10-11d0-8a92-00aa006e0529}
Access Mask:0"
Windows,566,Object Operation (W3 Active Directory),https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=566,"['Windows 2003', 'XP']",Directory Service,"Success   
                        
                            Failure","Whereas event 565 logs the permissions requested by user/program, event 566 logs the permissions actually exercised by the user/program after opening it. While an object may accessed several times during the same open, Windows only logs event 566 the first time a given permission is actually exercised. This event is similar to 567 but is limited to Active Directory object accesses. 

This event is part of operation based auditing which is new to W3. 

You will only see event 566 on domain controllers.","Object Operation: 
Object Server:DS 
Operation Type:Object Access 
Object Type:user 
Object Name:CN=test,DC=elm,DC=local 
Handle ID:- 
Primary User Name:W3DC$ 
Primary Domain:ELM 
Primary Logon ID:(0x0,0x3E7) 
Client User Name:administrator 
Client Domain:ELM 
Client Logon ID:(0x0,0x158EB7) 
Accesses:Write Property 
Properties: 
   Write Property 
   Public Information 
   sn 
   user 
Additional Info: 
Additional Info2: 
Access Mask:0x20"
Windows,567,Object Access Attempt,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=567,"['Windows 2003', 'XP']",Object Access,"Success   
                        
                            Failure","Event 567 logs the actual permissions exercised by the user/program on the object after opening it. While event 560 logs the permissions the user/program obtained to the file or other object at the time it was opened, Event 567 asserts that the Accesses where actually used. 

For this event to be useful - that is to identify the object accessed - you must find the preceding event 560 with the corresponding Handle ID. 

While a user/program may repeatedly perform an operation on an open object, Windows only logs the first time a given permission is used. (I.E. a user may open a file and repeatedly save it while working on the file, but Windows will only log the first time WriteData permission was exercised to save the file) 

See event ID 560 for additional information.","Object Access Attempt: 
Object Server:Security 
Handle ID:144 
Object Type:File 
Process ID:3156 
Image File Name:C:\WINDOWS\system32\notepad.exe 
Accesses:WriteData (or AddFile) 
AppendData (or AddSubdirectory or CreatePipeInstance) 
Access Mask:0x6"
Windows,576,Special privileges assigned to new logon,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=576,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Privilege Use,"Success   
                        
                            Failure","Some user rights (aka privileges) are exercised so frequently that the system and security log would quickly become overwhelemed if Windows were to log every single instance these ""high volume"" rights were used. For these rights (e.g. backup, restore, etc) Windows elects to simply note the fact that a user has such rights at the time the user logs on with this event. You will normally see event 576 in close succession to logon event 528 or 540. 

Click here for an explanation of Se[privilege names]. 

User Name and Domain: user who just logged on. 

Logon ID: corresponds to the Logon ID of the preceding event 528 or 540. 

Do not confuse user rights (aka privileges) with object permissions despite the fact that MS documentation uses these terms inconsistently. 

Most user rights are not logged by event 576 and instead are logged at the actual time they are exercised using either event 577 or 578.. 

Some of these high-volume rights can be logged each time they are exercised if you enable FullPrivilegeAuditing. To enable auditing of these privileges, add the following key 

Hive: HKEY_LOCAL_MACHINE\SYSTEM 

Key: System\CurrentControlSet\Control\Lsa 

Name: FullPrivilegeAuditing 

Type: REG_BINARY 

Value: 1 

Note: Events 576, 577 or 578 do not log any activity associated with Logon Rights such as the SeNetworkLogonRight. 

Do not confuse events 576, 577 or 578 with events 608, 609, 620 or 621 which document rights assignment changes as opposed to the exercise of rights which is the purpose of events 576, 577 or 578.",No example available
Windows,577,Privileged Service Called,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=577,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Privilege Use,"Success   
                        
                            Failure","Event 577 indicates that the specified user exercised the user right specified in the Privileges field. To understand Primary and User fields see event 560. 

Some user rights are logged by this event - others by 578. Still other, """"high-volume"""" rights are not logged when they are exercised but simply noted as being held by a user at the time th user logs by event 576. 

Click here for a cross reference of Se[privilege names] translated to user right names: 

Note: 576, 577 and 578 do not log any activity associated with Logon Rights such as the SeNetworkLogonRight.",No example available
Windows,578,Privileged object operation,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=578,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Privilege Use,"Success   
                        
                            Failure","This event indicates that the specified user exercised the user right specified in the Privileges field. To understand Primary and User fields see event 560. 

Some user rights are logged by this event - others by 577. Still other, ""high-volume"" rights are not logged when they are exercised but simply noted as being held by a user at the time th user logs by event 576. 

On Windows Server 2000, this event is logged for the ""SeSecurityPrivilege"" whenever the security log is viewed or cleared because these operations require the use of the ""Manage auditing and security log right"" (aka SeSecurityPrivilege). For some reason Windows Server 2003, in the same situation, does not log this event. Occurrences for SeTakeOwnershipPrivilege also appear however the object handle can't be found in any other events in the log so there is no way to identify the object that the ""client"" user took ownership of. Likewise, Windows Server 2003 does not log this event. 
Note: 576, 577, and 578 do not log any activity associated with LogonRights such as the SeNetworkLogonRight. 

Do not confuse 576, 577 or 578 with events 608, 609, 620 and 621 which document rights assignment changes as opposed to the exercise of rights which is the purpose of 576, 577 and 578. 

Microsoft's Comments: 

These are high volume events, which typically do not contain sufficient information to act upon since they do not describe what operation occurred.",No example available
Windows,592,A new process has been created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=592,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Process Tracking,Success,"This event allows you to monitor each program as it is executed. Image File Name identify) the executable. Prior to w2k, image file name did not include the path - just the file name itself. 

New Process ID: allows you to link this event to other events such as object accesses. To determine when the program ended look for a subsequent event 593 with the same Process ID. 

Creator Process ID:identifies the processes that started this process. Look for a preceding event 592 with a New Process ID that matches this Creator Process process ID. 

Username and domain identify the user who started the process. 

Logon ID can be used to find related object accessand other events that have the same Logon ID including the event 528 and 540 logon events.","New process has been created: 
New Process ID:2167588800 
Image File Name:\WINNT\system32\notepad.exe 
Creator Process ID:2167187648 
User Name:administrator 
Domain:ELMW2 
Logon ID:(0x0,0x804C2)"
Windows,593,A process has exited,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=593,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Process Tracking,Success,"The program identified in Image File Name was closed or terminated. To find out when the program started, look for the preceding 592 with the same Process ID. 

In Windows 2000 there is no image file Name field. So to determine the name of the program you must find the preceding event 592. 

To identify the program on Windows Server 2003 you can simply use the image name which is supplied in this event.","Process has exited: 
Process ID:2084 
Windows Server 2003 inserts the following field: 
Image File Name:C:\WINDOWS\system32\notepad.exe 
All versions log the following fields: 
User Name:administrator 
Domain:ELM 
Logon ID:(0x0,0x158EB7)"
Windows,594,A handle to an object has been duplicated,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=594,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Process Tracking,Success,"This simply means that the program obtained another handle to an object (e.g. file) that it already had open under a different handle. This handle may be passed on to a child process but in any case it will have the same level of access as the handle the file was originally opened under. To determine what file is involved, find the accompanying event 560 for with a handle ID that matches this event's source handle ID. 

Microsoft's comments: 

Expected activity.",A handle to an object has been duplicated:
Windows,595,Indirect access to an object has been obtained,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=595,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Process Tracking,Success,"Unconfirmed. 

Microsoft's Comments: 

Expected activity.","Indirect access to an object has been obtained 

Object Type: %1 
Object Name: %2 
Process ID: %3 
Primary User Name: %4 
Primary Domain: %5 
Primary Logon ID: %6 
Client User Name: %7 
Client Domain: %8 
Client Logon ID: %9 
Accesses: %10"
Windows,596,Backup of data protection master key,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=596,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Process Tracking,Success,,"Backup of data protection master key.
Key Identifier: %1
Recovery Server: %2
Recovery Key ID: %3
Failure Reason: %4"
Windows,600,A process was assigned a primary token,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=600,"['Windows 2003', 'XP']",Process Tracking,"Success   
                        
                            Failure","This often happens when a service starts or a scheduled task starts under the authority of a different user. You will see events 528/540 and 552 as well as 680 or 672 earlier in the log. 

The Assigning process fields identify the process that started the child (new) process. Process ID allows you to link this event to the corresponding event 592 (process start of the parent process) but there is little need since this event gives you the program name (image) and the user under which the process was running (primary user fields). See 528/540 for explanation of Logon ID. 

New process information identifies the new child process that was started under the Target user name. You can use the new process ID to link back to the earlier 592 for the new child process ID but again there is little need to do this since you have the image name right here in this event. 

The following parameters are tracked for both the assigning process and the new process.","A process was assigned a primary token.
 Assigning Process Information:
  Process ID: 700
  Image File Name: C:\WINDOWS\system32\winlogon.exe
  Primary User Name: DC3$
  Primary Domain: ACME
  Primary Logon ID: (0x0,0x3E7)
 New Process Information:
  Process ID: 3232
  Image File Name: C:\WINDOWS\system32\userinit.exe
  Target User Name: administrator
  Target Domain: ACME
  Target Logon ID: (0x0,0x2DFE8B)"
Windows,601,Attempt to install service,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=601,"['Windows 2003', 'XP']",Process Tracking,"Success   
                        
                            Failure","A new service was installed by the indicated user and domain. 

Service Name: the internal system name of the new service.Use ""sc query"" to get a cross reference of service names and their more familiar display names. 

Service Type: 

Service Start Type: 

Service Account: this is the account that the service runs under. 

User Name and Domain identify the user who installed the service. 

While this event only monitors new services, you can audit existing service related events such as starts, stops and modifications with the Object Access category. To enable auditing on a service you can use a Security Template or the subinacl (resource kit) command.","Attempt to install service: 
Service Name:SNMPTRAP 
Service File Name:%SystemRoot%\system32\snmptrap.exe 
Service Type:16 
Service Start Type:3 
Service Account:NT AUTHORITY\LocalService 
By: 
User Name:administrator 
Domain:ELM 
Logon ID:(0x0,0x158EB7)"
Windows,602,Scheduled Task created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=602,"['Windows 2003', 'XP']",Process Tracking,Success,"This event actually gets logged for both scheduled task creations as well as changes to exisiting tasks. This event does not get logged when a task is deleted. 

If you enable Object Auditing for successes, you will also see file level access events corresponding the *.job file in %SystemRoot%\Tasks\ including delete events. See events 560, 564, 567, and 562.  

File name identifies the *.job file where the task definition is stored. Command documents the operating system command that will be executed when the task starts. Triggers specifies how often or what event will trigger the task to start. Time specifies the next time the task will run. Target User is the account the task will run under. By User and Domain identify the user who created or modified the task. Logon ID enables you to connect this event back with the user's initial logon. See event 528 and 540.","Scheduled Task created: 
File Name:C:\WINDOWS\Tasks\Backup.job 
Command:C:\WINDOWS\system32\ntbackup.exe 
Triggers:At 9:46 AM every Mon, Tue, Wed, Thu, Fri of every week, starting 8/8/2004. 
Time:8/9/2004 9:46:00 AM 
Flags:0x18000C0 
Target User:ELM\administrator 
By: 
User:administrator 
Domain:ELM 
Logon ID:(0x0,0x158EB7)"
Windows,608,User Right Assigned,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=608,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"This event documents a change to user right assignments on this computer. Rights, like most other security settings, are defined in group policy objects and applied by the computer. Therefore this event will normally show the Assigned By user as the system itself. To determine who actually made the rights assignment change you must search the domain controllers' security logs for changes to gpContainer objects (logged by Directory Service auditing). Logon ID allows you to link this event to the prior event 528 or 540 logon event of the user who performed this action. 

Assigned To identifies the user or group who was assigned the right. Prefixed by domain name. 

This event documents the system name for each user right as opposed to the more familiar description. Click here for a cross reference. 

Note: This event and 609 do not log changes to logon rights such as ""Access this computer from the network"" or ""Logon as a service"". See events 621 and 622.","User Right Assigned: 
User Right: SeUndockPrivilege 
Assigned To: MTG\rsmith 
Assigned By: 
User Name: MTG1$ 
Domain: MTG 
Logon ID: (0x0,0x3E7)"
Windows,609,User Right Removed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=609,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"A user right was revoked from the Removed From user or group. See event 608 for a full explanation. 

Note: This event and 609 do not log changes to logon rights such as ""Access this computer from the network"" or ""Logon as a service"". See events 621 and 622.","User Right Removed:
  User Right: SeManageVolumePrivilege
  Removed From: ACME\wsmith
  Removed By:
    User Name: administrator
    Domain:  ACME
    Logon ID: (0x0,0x12526E)"
Windows,610,New Trusted Domain,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=610,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"This event varies depending on the OS. 

Win2000 

This event gets logged twice (duplicate) by the domain controller. The DC also logs an event 620 along with this event. The DC logs this event for both new trusted and trusting domains. There is no way to make a distinction. 

If directory service access auditing is turned on, the DC also logs an event 565 (object opened) where the object service is DS and the object type is trustedDomain. Trusted/trusting domain is not identified. 

See also event IDs 611 and 620. 

Win2003 

Unlike Windows 2000, Windows Server 2003 only logs this event once for each new trust. Although the description says ""new *trusted* domain"" this event gets logged for both trusted and trusting relationships. Note trust type, trust direction, etc. in descripiton. 

Also accompanying this is an event ID 565 - if directory service auditing is turned on. 565 identifies the event as a ""creat child"", trustedDomain event and supplies the distinquished name of the new domain (e.g. CN=SouthAmerica, CN=System,DC=elm, DC=local) 

Trust Directions 
1 - Trusted (the domain where this event was logged accepts the identity of users of the new domain) 
2 - Trusting ( (the new domain accepts the identity of users of the domain where this event was logged) 
3 - 2-way (mutual trust) 

Trust Type and Attributes refer to whether the trust relationship is an NT 4.0 legacy trust, Kerberos realm trust or a forest or domain trust with another active directory domain and whether the trust is transitive or not. 

SID filtering involves whether SID history from the external domain is used in the local domain. 
See also event IDs 611 and 620.","Win2000 

New Trusted Domain: 
Domain Name:Europe 
Domain ID:- 
Established By: 
User Name:administrator 
Domain:ELMW2 
Logon ID:(0x0,0x804C2) 

Win2003 

New Trusted Domain: 
Domain Name:SouthAmerica 
Domain ID:- 
Established By: 
User Name:administrator 
Domain:ELM 
Logon ID:(0x0,0x158EB7) 
Trust Type:3 
Trust Direction:2 
Trust Attributes:1 
SID Filtering:Disabled"
Windows,611,Removing Trusted Domain,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=611,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"This event varies depending on the OS. 

Win2000 

This event gets logged twice (duplicate) by the domain controller. Unlike event 610, an event 620 does not accompany this event. 

The DC logs this event for both trusted and trusting domains. There is no way to make a distinction. 

If directory service access auditing is turned on, the DC also logs an event 565 (object opened) and 564 (object deleted) where the object service is LSA and the object type is TrustedDomainObject. Object name identifies the 610, 611 and 620 

Win2003 

Unlike Windows 2000, Windows Server 2003 only logs this event once for each new domain. Although the description says ""new *trusted* domain"" this event gets logged for both trusted and trusting relationships. 

If directory service access auditing is turned on, the DC also logs an event 565 (object opened) and 564 (object deleted) where the object service is LSA and the object type is TrustedDomainObject. Object name identifies the domain. 
See also event IDs 610 and 620.","Win2000 

Removing Trusted Domain: 
Domain Name:Europe 
Domain ID:- 
Removed By: 
User Name:administrator 
Domain:ELMW2 
Logon ID:(0x0,0x804C2) 

Win2003 

Trusted Domain Removed: 
Domain Name:SouthAmerica 
Domain ID:- 
Removed By: 
User Name:administrator 
Domain:ELM 
Logon ID:(0x0,0x158EB7)"
Windows,612,Audit Policy Change,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=612,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"This indicates the system's audit policy was modified. Pluses indicate auditing is enabled, minuses indicate it is disabled. Unfortunately the Change By fields don't always identify who actually changed the policy because audit policy might not be directly configured by administrators. Instead it might be edited in a group policy object which then gets applied to the computer. In that case this event shows the local computer as the one who changed the policy since the computer is the security principal under which gpupdate runs.","Audit Policy Change:
 New Policy:
  Success Failure
      +     + Logon/Logoff
      +     + Object Access
      +     + Privilege Use
      +     + Account Management
      +     + Policy Change
      +     + System
      +     + Detailed Tracking
      +     + Directory Service Access
      +     + Account Logon"
Windows,613,IPSec policy agent started,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=613,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,"Success   
                        
                            Failure",This event has not been observed.,"IPSec policy agent started 
Ipsec Policy Agent: %1 
Policy Source: %2 
Event Data: %3"
Windows,614,IPSec policy agent disabled,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=614,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,"Success   
                        
                            Failure",This event has not been observed.,"IPSec policy agent disabled
   Ipsec Policy Agent: %1 
   Event Data: %2"
Windows,615,IPSEC PolicyAgent Service,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=615,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,"Success   
                        
                            Failure",This event varies depending on the OS.,Win2000
Windows,616,IPSec policy agent encountered a potentially serious failure.,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=616,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,"Success   
                        
                            Failure",See event 615 for W2k,No example available
Windows,617,Kerberos Policy Changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=617,"['Windows Server 2000\r\n                        \r\n                            Windows 2003', 'XP']",Policy Change,Success,"W2k logs this event each time the DC applies group policy. W3 corrects this problem and only logs the event when it detects an actual change to the policy. Kerberos policy is defined in GPOs linked to the root of the domain under Computer Configuration\Windows Settings\Security Settings\Account Policy\Kerberos Policy. 

Unfortunately the Change By fields don't identify who actually changed the policy because audit policy isn't directly configured by administrators. Instead it is edited in a group policy object which then gets applied to the computer. Therefore this event always shows the local computer as the one who changed the policy since the computer is the security principal under which gpupdate runs. The time is when the policy was applied rather than the time the group policy object was changed.","Kerberos Policy Changed:
Changed By: 
  User Name:W3DC$ 
  Domain Name:ELM 
  Logon ID:(0x0,0x3E7) 
Changes made: 
('--' means no changes, otherwise each change is shown as: 

: ( 

)) 
KerOpts: 0x80 (none); KerMinT: 0x53d1ac1000 (none); KerMaxT: 0x53d1ac1000 (none); KerMaxR: 0x58028e44000 (none); KerProxy: 0xb2d05e00 (none); KerLogoff: 0x9ef7800000000 (none);

Top 10 Windows Security Events to Monitor


Free Tool for Windows Event Collection"
